1994.000	1.000	1.000	272.337	268.153	5.883	74.477	267.458	965.398	4.412	0.000	-13.422	-13.422	-93.855	-93.855	4.412	-13.422	-93.855
1994.000	1.000	2.000	269.777	267.517	3.660	59.003	276.095	966.044	2.073	0.000	-13.422	-13.422	-93.855	-93.855	6.485	-13.422	-93.855
1994.000	1.000	3.000	265.458	263.559	2.751	68.287	256.292	967.955	1.190	0.000	-13.422	-13.422	-93.855	-93.855	7.675	-13.422	-93.855
1994.000	1.000	4.000	267.089	265.693	4.188	20.466	276.593	954.076	14.160	0.000	-13.422	-13.422	-93.855	-93.855	21.835	-13.422	-93.855
1994.000	1.000	5.000	264.088	260.987	5.990	71.967	225.192	962.488	3.299	0.000	-13.422	-13.422	-93.855	-93.855	25.134	-13.422	-93.855
1994.000	1.000	6.000	263.162	260.792	2.880	26.662	270.269	967.036	9.749	0.000	-13.422	-13.422	-93.855	-93.855	34.883	-13.422	-93.855
1994.000	1.000	7.000	265.684	264.186	2.862	22.862	281.278	961.757	6.488	0.000	-13.422	-13.422	-93.855	-93.855	41.371	-13.422	-93.855
1994.000	1.000	8.000	261.512	259.574	4.289	58.477	252.212	962.020	3.921	0.000	-13.422	-13.422	-93.855	-93.855	45.292	-13.422	-93.855
1994.000	1.000	9.000	261.478	258.301	5.049	66.196	233.757	975.804	1.913	0.000	-13.422	-13.422	-93.855	-93.855	47.205	-13.422	-93.855
1994.000	1.000	10.000	262.044	257.652	2.723	103.590	205.052	985.360	0.074	0.000	-13.422	-13.422	-93.855	-93.855	47.279	-13.422	-93.855
1994.000	1.000	11.000	270.867	267.572	5.223	27.086	293.208	976.176	1.995	0.000	-13.422	-13.422	-93.855	-93.855	49.274	-13.422	-93.855
1994.000	1.000	12.000	273.345	271.446	1.670	87.691	265.458	970.300	0.242	0.000	-13.422	-13.422	-93.855	-93.855	49.274	-13.422	-93.855
1994.000	1.000	13.000	272.643	270.869	3.458	49.886	288.847	960.269	3.012	0.000	-13.422	-13.422	-93.855	-93.855	52.286	-13.422	-93.855
1994.000	1.000	14.000	263.583	261.129	3.692	68.550	242.058	955.297	6.042	0.000	-13.422	-13.422	-93.855	-93.855	58.328	-13.422	-93.855
1994.000	1.000	15.000	254.476	251.076	4.491	77.146	198.631	962.598	3.077	0.000	-13.422	-13.422	-93.855	-93.855	61.405	-13.422	-93.855
1994.000	1.000	16.000	254.373	249.304	4.162	91.251	200.489	978.657	1.304	0.000	-13.422	-13.422	-93.855	-93.855	62.709	-13.422	-93.855
1994.000	1.000	17.000	264.573	261.633	5.839	34.066	271.347	963.469	10.672	0.000	-13.422	-13.422	-93.855	-93.855	73.381	-13.422	-93.855
1994.000	1.000	18.000	255.695	251.271	6.146	88.026	184.996	964.728	1.867	0.000	-13.422	-13.422	-93.855	-93.855	75.248	-13.422	-93.855
1994.000	1.000	19.000	250.622	245.449	5.043	110.857	166.120	978.638	0.724	0.000	-13.422	-13.422	-93.855	-93.855	75.972	-13.422	-93.855
1994.000	1.000	20.000	254.851	251.129	3.673	106.900	182.999	982.325	0.136	0.000	-13.422	-13.422	-93.855	-93.855	76.108	-13.422	-93.855
1994.000	1.000	21.000	259.726	255.855	4.603	103.372	206.373	980.021	0.543	0.000	-13.422	-13.422	-93.855	-93.855	76.651	-13.422	-93.855
1994.000	1.000	22.000	263.882	261.283	5.444	88.436	232.788	972.647	0.854	0.000	-13.422	-13.422	-93.855	-93.855	77.505	-13.422	-93.855
1994.000	1.000	23.000	269.310	267.454	3.799	37.772	286.273	967.462	1.452	0.000	-13.422	-13.422	-93.855	-93.855	78.957	-13.422	-93.855
1994.000	1.000	24.000	273.837	272.580	5.374	50.616	298.467	967.220	1.417	0.000	-13.422	-13.422	-93.855	-93.855	78.957	-13.422	-93.855
1994.000	1.000	25.000	270.296	268.237	2.749	55.761	274.333	973.833	1.932	0.000	-13.422	-13.422	-93.855	-93.855	80.889	-13.422	-93.855
1994.000	1.000	26.000	260.279	257.043	4.613	118.446	214.424	978.953	3.079	0.000	-13.422	-13.422	-93.855	-93.855	83.968	-13.422	-93.855
1994.000	1.000	27.000	267.257	264.612	6.521	32.108	282.832	975.529	8.197	0.000	-13.422	-13.422	-93.855	-93.855	92.165	-13.422	-93.855
1994.000	1.000	28.000	276.010	274.187	7.721	25.001	326.924	955.207	15.328	0.000	-13.422	-13.422	-93.855	-93.855	92.165	-13.422	-93.855
1994.000	1.000	29.000	268.446	266.726	4.588	64.692	265.646	963.596	2.496	0.000	-13.422	-13.422	-93.855	-93.855	94.661	-13.422	-93.855
1994.000	1.000	30.000	262.426	260.659	2.451	112.777	208.948	973.785	0.554	0.000	-13.422	-13.422	-93.855	-93.855	95.215	-13.422	-93.855
1994.000	1.000	31.000	258.497	255.708	0.988	124.448	191.122	972.283	0.164	0.000	-13.422	-13.422	-93.855	-93.855	95.379	-13.422	-93.855
1994.000	2.000	1.000	259.432	256.955	3.018	118.964	187.561	970.575	0.448	0.000	-12.316	-12.316	-85.304	-85.304	95.827	-13.417	-93.815
1994.000	2.000	2.000	259.845	255.891	3.947	142.476	175.208	969.535	0.005	0.000	-12.316	-12.316	-85.304	-85.304	95.832	-13.417	-93.815
1994.000	2.000	3.000	264.976	260.964	6.297	128.035	212.665	963.673	2.895	0.000	-12.316	-12.316	-85.304	-85.304	98.727	-13.384	-93.565
1994.000	2.000	4.000	265.824	261.630	4.842	70.011	222.619	968.939	2.181	0.000	-12.316	-12.316	-85.304	-85.304	100.908	-13.361	-93.386
1994.000	2.000	5.000	266.987	261.298	4.672	125.422	202.671	962.145	0.038	0.000	-12.316	-12.316	-85.304	-85.304	100.946	-13.361	-93.383
1994.000	2.000	6.000	268.669	263.979	3.329	147.882	203.328	963.565	0.001	0.000	-12.316	-12.316	-85.304	-85.304	100.947	-13.361	-93.383
1994.000	2.000	7.000	262.661	259.354	2.522	141.154	208.260	971.986	0.172	0.000	-12.316	-12.316	-85.304	-85.304	101.119	-13.359	-93.370
1994.000	2.000	8.000	260.854	257.979	3.468	71.342	253.642	969.675	9.530	0.000	-12.316	-12.316	-85.304	-85.304	110.649	-13.269	-92.675
1994.000	2.000	9.000	258.545	256.228	3.159	69.673	233.059	961.820	4.161	0.000	-12.316	-12.316	-85.304	-85.304	114.810	-13.235	-92.408
1994.000	2.000	10.000	257.835	253.797	2.099	159.431	179.165	979.199	0.069	0.000	-12.316	-12.316	-85.304	-85.304	114.879	-13.234	-92.404
1994.000	2.000	11.000	263.812	259.473	2.623	96.418	234.802	974.229	0.003	0.000	-12.316	-12.316	-85.304	-85.304	114.882	-13.234	-92.403
1994.000	2.000	12.000	268.003	265.286	2.704	133.661	240.675	972.335	0.272	0.000	-12.316	-12.316	-85.304	-85.304	115.154	-13.232	-92.387
1994.000	2.000	13.000	269.749	267.742	5.712	79.821	284.243	964.757	3.965	0.000	-12.316	-12.316	-85.304	-85.304	119.119	-13.202	-92.151
1994.000	2.000	14.000	263.864	258.928	3.992	164.513	200.804	971.708	0.282	0.000	-12.316	-12.316	-85.304	-85.304	119.401	-13.199	-92.135
1994.000	2.000	15.000	272.740	268.410	6.237	151.918	237.632	966.383	0.704	0.000	-12.316	-12.316	-85.304	-85.304	120.105	-13.194	-92.095
1994.000	2.000	16.000	269.067	265.581	3.231	163.783	213.915	977.303	0.182	0.000	-12.316	-12.316	-85.304	-85.304	120.287	-13.193	-92.084
1994.000	2.000	17.000	273.071	267.632	3.937	167.920	233.083	976.731	0.000	0.000	-12.316	-12.316	-85.304	-85.304	120.287	-13.193	-92.084
1994.000	2.000	18.000	277.110	270.564	3.303	172.277	238.963	977.412	0.000	43.708	-12.316	-13.193	-85.304	-92.084	49.470	-13.193	-92.084
1994.000	2.000	19.000	280.513	272.838	5.185	153.451	270.403	975.308	0.000	57.329	-12.316	-13.193	-85.304	-92.084	20.346	-13.193	-92.084
1994.000	2.000	20.000	281.985	276.239	5.924	103.465	313.064	970.261	2.437	36.192	-12.316	-13.181	-85.304	-91.992	8.368	-13.193	-92.084
1994.000	2.000	21.000	274.930	274.099	2.047	82.605	298.654	971.793	0.298	16.577	-12.316	-13.170	-85.304	-91.907	3.441	-13.193	-92.084
1994.000	2.000	22.000	267.313	265.016	2.803	157.129	232.931	977.797	0.118	6.897	-12.316	-13.168	-85.304	-91.890	1.415	-13.193	-92.084
1994.000	2.000	23.000	270.568	268.251	6.568	46.229	294.734	964.602	12.575	10.006	-12.316	-12.558	-85.304	-87.171	0.582	-13.193	-92.084
1994.000	2.000	24.000	269.751	268.001	5.845	103.149	277.039	953.577	8.728	9.986	-12.316	-12.416	-85.304	-86.074	0.239	-13.193	-92.084
1994.000	2.000	25.000	263.913	260.681	3.985	156.798	231.385	964.320	5.700	6.990	-12.316	-12.374	-85.304	-85.756	0.098	-13.193	-92.084
1994.000	2.000	26.000	262.336	259.018	4.463	168.496	221.389	966.410	7.997	2.304	-12.316	-12.363	-85.304	-85.669	8.095	-12.327	-85.386
1994.000	2.000	27.000	258.685	254.527	3.513	201.016	167.229	978.348	0.058	0.300	-12.316	-12.360	-85.304	-85.641	8.153	-12.327	-85.386
1994.000	2.000	28.000	261.302	256.678	1.201	177.619	192.684	978.893	0.000	0.013	-12.316	-12.358	-85.304	-85.633	8.153	-12.327	-85.386
1994.000	3.000	1.000	266.017	260.935	1.626	194.028	206.778	976.671	0.001	0.000	-9.369	-12.358	-66.905	-85.630	8.154	-12.326	-85.384
1994.000	3.000	2.000	268.160	264.683	3.204	159.189	236.489	969.237	1.376	0.000	-9.369	-12.358	-66.905	-85.629	9.530	-11.899	-82.716
1994.000	3.000	3.000	270.107	268.269	3.708	185.314	250.448	956.547	3.476	0.000	-9.369	-12.358	-66.905	-85.629	13.006	-11.223	-78.490
1994.000	3.000	4.000	271.329	269.870	2.869	89.555	262.500	951.167	2.124	0.000	-9.369	-12.358	-66.905	-85.629	15.130	-10.963	-76.864
1994.000	3.000	5.000	272.455	269.942	4.084	139.104	258.884	960.595	0.565	0.000	-9.369	-12.358	-66.905	-85.629	15.695	-10.905	-76.505
1994.000	3.000	6.000	272.029	269.408	3.407	91.661	282.196	968.237	1.081	0.000	-9.369	-12.358	-66.905	-85.629	16.776	-10.806	-75.887
1994.000	3.000	7.000	276.197	273.946	3.235	64.951	301.469	966.668	8.873	0.000	-9.369	-12.358	-66.905	-85.629	16.776	-10.309	-72.780
1994.000	3.000	8.000	271.158	267.911	4.805	177.837	228.631	968.055	0.056	0.000	-9.369	-12.358	-66.905	-85.629	16.832	-10.306	-72.760
1994.000	3.000	9.000	267.101	265.054	2.909	69.121	267.000	972.407	13.592	0.000	-9.369	-12.358	-66.905	-85.629	30.424	-9.887	-70.144
1994.000	3.000	10.000	270.207	268.622	3.030	109.700	282.366	961.754	12.308	0.000	-9.369	-12.358	-66.905	-85.629	42.732	-9.738	-69.211
1994.000	3.000	11.000	267.856	264.692	2.351	223.343	206.095	975.385	0.006	0.000	-9.369	-12.358	-66.905	-85.629	42.738	-9.738	-69.211
1994.000	3.000	12.000	269.573	265.562	2.549	219.226	222.357	980.834	0.000	0.000	-9.369	-12.358	-66.905	-85.629	42.738	-9.738	-69.211
1994.000	3.000	13.000	274.420	271.014	3.891	52.851	298.487	969.033	6.091	0.000	-9.369	-9.369	-66.905	-66.905	42.738	-9.692	-68.923
1994.000	3.000	14.000	273.344	270.621	2.015	184.082	269.186	962.914	1.479	16.364	-9.369	-9.703	-66.905	-68.990	17.577	-9.692	-68.923
1994.000	3.000	15.000	275.754	273.644	4.321	161.250	292.015	951.438	4.389	23.291	-9.369	-9.662	-66.905	-68.734	7.229	-9.692	-68.923
1994.000	3.000	16.000	264.971	262.505	5.857	152.934	248.129	956.402	3.346	15.991	-9.369	-9.627	-66.905	-68.520	2.973	-9.692	-68.923
1994.000	3.000	17.000	262.865	260.031	4.645	216.397	206.033	962.028	0.213	7.088	-9.369	-9.631	-66.905	-68.540	1.223	-9.692	-68.923
1994.000	3.000	18.000	267.235	265.970	2.748	59.836	277.486	949.988	9.020	7.775	-9.369	-9.468	-66.905	-67.523	0.503	-9.692	-68.923
1994.000	3.000	19.000	268.819	266.126	5.193	227.393	220.036	957.819	0.308	3.934	-9.369	-9.449	-66.905	-67.407	0.207	-9.692	-68.923
1994.000	3.000	20.000	270.992	266.379	2.584	241.662	219.079	962.973	0.000	0.778	-9.369	-9.477	-66.905	-67.582	0.207	-9.692	-68.923
1994.000	3.000	21.000	274.778	271.636	5.403	56.166	303.819	956.268	14.730	0.064	-9.369	-9.527	-66.905	-67.889	0.207	-9.373	-66.933
1994.000	3.000	22.000	275.980	272.018	4.509	247.274	244.391	960.637	0.218	0.200	-9.369	-9.447	-66.905	-67.392	0.085	-9.373	-66.933
